"priref","term","termbeschrijving"
"98411","tand (materiaal)",""
"98412","slagtand (dierlijke component)","Lange, puntige tanden, met name zulke tanden die uit de bek steken, zoals bij de olifant, wilde zwijnen en verscheidene andere dieren. Slagtanden komen voor bij nog levende dieren, maar kwamen ook voor bij sommige andere, uitgestorven diersoorten. Ze worden door de dieren gebruikt in de wedijver om een paarpartner te vinden, voor het vertoon, ter verdediging of juist om mee aan te vallen, om te graven en soms om mee te jagen."
"98413","materialen naar herkomst (guideterm)",""
"98414","adviseur","Te gebruiken voor personen die hetzij op niet-professionele, hetzij in officiële of professionele context advies geven, meestal op lopende basis. Gebruik 'consultants' voor personen die deskundig advies geven over meestal specifieke onderwerpen of problemen waarin zij zijn gespecialiseerd of geschoold."
"98415","koper (persoon naar activiteit)","Verwijst naar iedereen die de tijdelijke rol vervult van het verwerven van eigendom of titel door middel van betaling in welke vorm dan ook. Verschilt van dezelfde activiteit die wordt uitgevoerd in een professionele of beroepsmatige hoedanigheid."
"98416","textielwerker","In algemene zin, ambachtslieden of fabrieksarbeiders die zich bezighouden met een of alle processen die nodig zijn voor de textielproductie."
"98422","personen in de museologie (guideterm)",""
"98423","aanranding","Een persoon dwingen of fysiek dwingen om deel te nemen aan seksuele activiteit."
"98431","filmer","Te gebruiken voor makers van persoonlijke, zelfstandig geproduceerde films, die verantwoordelijk zijn voor het ontwerp, de sponsoring en uitvoering van alle aspecten van de film."
"98433","schilder van pottenbakkersgoed","Mensen die gespecialiseerd zijn in de versiering van pottenbakkersgoed, dat wil zeggen objecten van hard, bros, hitte- en corrosiebestendig materiaal."
"98435","schilders naar locatie of context (guideterm)",""
"98436","schilders naar onderwerp van het werk (guideterm)",""
"98437","schilders naar techniek, instrument of gebruikt materiaal (guideterm)",""
"98438","kunstenaars naar medium of werksoort (guideterm)",""
"98439","kunstenaars naar status of locatie (guideterm)",""
"98440","kunstenaars naar onderwerp of werkstijl (guideterm)",""
"98442","gieter (metaalwerker)","Werkers die materiaal, zoals metaal of glas, smelten en in een mal gieten; gieters die glaswerkers zijn, doen ook samensmeltwerk."
"98448","overheidsorgaan","Bureaus, afdelingen of andere instanties of vertegenwoordigers van een overheid, die officiële bevoegdheid hebben om namens de overheid op te treden, bijvoorbeeld de wettelijke bevoegdheid om regelgeving af te dwingen."
"98449","bestuurslichaam","Organisaties die bestuurlijke macht uitoefenen. Zie voor termen die zowel een bestuurslichaam als het onder dat bestuur vallende gebied aanduiden de gidsterm ""overheidsinstanties""."
"98450","kleur en met kleur verwante verschijnselen (guideterm)",""
"98455","criticus","Personen die recensies schrijven over literaire, muzikale of andere artistieke werken en voorstellingen voor radio- of televisie-uitzendingen of publicaties."
"98459","manufactuur","Verwijst naar georganiseerde groepen personen die hoofdzakelijk met de hand objecten vervaardigen. Binnen de context van de westerse en decoratieve kunst wordt de term 'manufactuur' gebruikt, in plaats van 'fabriek', om onderscheid te maken tussen groepen die in 17de eeuw of later kunst, meubelen, wandtapijten, keramiek en andere decoratieve voorwerpen vervaardigden, in tegenstelling tot arbeiders die werkzaam zijn in moderne industriële complexen of 'fabrieken (gebouwen)', waar andere producten dan kunstvoorwerpen worden vervaardigd. Kunstwerkplaatsen worden gekenmerkt door de specifieke kunstvoorwerpen die er worden vervaardigd, door de vrij grote aantallen kunstenaars en ambachtslieden die er werkzaam zijn en door de tamelijk complexe beheerstructuur, met aan het hoofd een directeur plus een aantal meesters, die ieder toezicht houden op een eigen atelier of studio met gezellen en leerlingen. Werkplaatsen werden vaak gefinancierd door een vorst of een ander machtig persoon. Gebruik 'studio's (organisaties)' voor kleinere groepen kunstenaars, bestaande uit een meester-kunstenaar of -architect en diens assistenten of leerlingen, met name sinds halverwege de 17de eeuw. Gebruik 'werkplaatsen (organisaties)' voor kleinere groepen kunstenaars of ambachtslieden die gezamenlijk producten vervaardigen, vaak onder de naam van de meester, in het bijzonder bij groepen die vóór de 17de eeuw hebben bestaan."
"98461","warenhuis (handelsonderneming)",""
"98462","winkel (handelsonderneming)",""
"98463","studio (organisatie)","In de context van beeldende kunsten en kunstnijverheid een groep die bestaat uit een meesterkunstenaar of -architect en zijn of haar assistenten. In de studio waren vaak een aantal assistenten en leerlingen werkzaam, meestal talentvolle en bedreven kunstenaars die onder leiding van de meester hun vaardigheden aanscherpten. De term wordt meestal gebruikt voor groepen die actief waren in de 17de eeuw en later. De betekenis van de term komt deels overeen met 'werkplaatsen (organisaties)', maar er is vaak een subtiel onderscheid in gebruik: 'werkplaatsen (organisaties)' verwijst meestal naar groepen die actief waren voor het midden van de 17de eeuw en waarin de nadruk lag op georganiseerde samenwerking, goed functionerend teamwerk en arbeidsverdeling. Ook leerden de leerjongens hier een vak en werden ze niet opgeleid tot kunstenaar in de moderne zin van de term. 'Studio's (organisaties)' verwijst meestal naar latere groepen waarin de meesterkunstenaar of -architect geen leerjongens maar leerlingen opleidde en waarin de nadruk voor de leerlingen lag op het aanscherpen van artistieke vaardigheden en niet op het leren van een vak. De termen 'studio van' of 'werkplaats van' worden vaak gebruikt om aan te geven dat een werk is geproduceerd in de studio of werkplaats van een kunstenaar, zonder dat de meester er zelf aan heeft gewerkt."
"98464","boekhandel (handelsonderneming)",""
"98465","drukkerij (firma)","Zakelijke ondernemingen rond een drukpers, met als voornaamste bezigheid het drukken van boeken, bladen, kunstprenten of andere werken. Gebruik 'uitgeverijen' voor ondernemingen die zich voornamelijk bezig houden met het algemeen beschikbaar maken van gedrukte werken, maar daarnaast misschien zelf ook aan drukken doen."
"98466","lichtdruk (procedé)","Een vorm van fotolithografie, waarbij de drukplaat wordt geprepareerd met behulp van een bichromaat procédé. Delen met ongeharde gelatine houden water vast en stoten dus vettige inkt af. Geharde delen nemen inkt op en houden die vast in het karakteristieke wormachtige scheurtjespatroon."
"98467","fotolithografie (procedé)","Een planografisch, fotomechanisch procédé dat uitgaat van hetzelfde principe als lithografie, te weten de afstoting van olie en water, maar waarbij de afbeelding met behulp van een fotografisch procédé op de plaat wordt overgebracht."
"98468","kolonialisme","Het politieke verschijnsel dat vanaf ongeveer 1500 optrad, waarbij Europese naties volkeren in andere delen van de wereld overwonnen en uitbuitten. Vaak algemeen en in afkeurende zin gebruikt om te verwijzen naar beleid waarbij een land een andere groep of gebied overheerst."
"98474","huren","Ontvangen van woon-, beheer- of gebruiksrecht van een bezit of een stuk grond tegen betaling aan de eigenaar. De voorwaarden voor zulke afspraken worden meestal vastgelegd in een huurovereenkomst."
"98475","marmeraar (algemeen ambachtspersoon)",""
"98483","taal (gevestigd communicatiesysteem)","Gevestigde systemen van gesproken of geschreven communicatie, die onderscheiden kunnen worden van andere zulke systemen, die worden gebruikt door een bepaalde natie, cultuur, volk of gemeenschap, en doorgaans bestaan uit woorden die volgens een reguliere grammaticale en syntactische structuur worden gebruikt. Het concept kan tevens gevestigde gebarentalen omvatten. Gebruik 'taal' voor het algemene concept van verbale of non-verbale communicatie."
"98487","adres","Gegevens betreffende de plaats waar een persoon, organisatie, gebouw of monument in een straat gevonden kan worden; bestaan meestal uit een huisnummer, straatnaam, naam van een plaats of district, en vaak een postcode."
"98488","variété (genre in de uitvoerende kunsten)","Multidisciplinair theatergenre, bestaande uit een reeks sketches met of zonder overkoepelende structuur."
"98491","onderwerp","In de visuele kunsten, mondelinge werken, muziek, uitvoerende kunsten en literatuur verwijst deze term naar de thema's of andere visuele, mondelinge of geschreven inhoud van het werk; waar het werk over gaat."
"98495","persoon met lichamelijke beperking","Zij die gebukt gaan onder een lichamelijk gebrek dat hen kan beperken in hun mogelijkheden om zich aan te passen aan de eisen van het dagelijks leven, vooral wanneer beweging een rol speelt."
"98502","rijstveld","Velden waarop onder water rijst wordt verbouwd."
"98503","rijst (zaad)",""
"98505","bloem (plantaardig materiaal)","Materiaal dat bloemen bevat, het reproductieve deel van elke plant in de afdeling Magnoliophyta (Angiospermae)."
"98507","vezelplaat","Vezelachtig materiaal, zoals houtpulp, dat wordt gemat en geperst of gerold tot een sterke plaat. Vaak gebruikt voor bouwdoeleinden."
"98508","blad (plantonderdeel)","Uitgroeisels, doorgaans groen en plat, die voortkomen uit de stengel van een vaatplant. Vanuit botanisch oogpunt vormen bladeren een onlosmakelijk onderdeel van het stengelsysteem; ze ontstaan in de apicale kiem, samen met het weefsel van de stengel zelf. Bladeren produceren voedingsstoffen voor de planten, die op hun beurt uiteindelijk direct of indirect alle landdieren voeden en in stand houden."
"98515","initiatie","Ceremonies waarbij iemand formeel wordt toegelaten in een gemeenschap, organisatie of andere groep, of wordt bekleed met een bepaalde rol of status."
"98516","beroepsziekte","Chronische aandoening die optreedt als gevolg van werk of beroepsactiviteit."
"98517","architectuur (objectgenre)","Bouwwerken of delen van bouwwerken die zijn gemaakt door mensen. Meestal verwijst de term alleen naar bouwwerken die groot genoeg zijn om mensen in onder te brengen, praktisch van aard zijn en relatief stabiel en blijvend zijn. Het wordt vaak alleen gebruikt voor de gebouwde omgeving die als beeldende kunst wordt beschouwd. Dit betekent dat het vaak esthetische waarde heeft, is ontworpen door een architect en is gebouwd door vakmensen. Gebruik 'architectuur (vakgebied)' voor de kunst of wetenschap van het ontwerpen en bouwen van bouwwerken, met name van bewoonbare gebouwen, in overeenstemming met esthetische, praktische of materiële voorwaarden."
"98518","landschapsarchitectuur (objectgenre)","Overkoepelend begrip dat de werkvormen omvat die de natuurlijke omgeving aanpassen of inrichten naargelang van de behoeften van de mens. Er wordt structuur gecreëerd door wegen, bezienswaardigheden en andere omgevingselementen doelgericht in het landschap te oriënteren."
"98519","kunst (breed objectgenre)",""
"98520","kunst (vakgebied)","Verwijst naar voorwerpen, omgevingen en ervaringen (zoals in uitvoerende kunsten) die visueel van aard zijn, met vaardigheid en verbeeldingskracht zijn gemaakt en een esthetische waarde vertegenwoordigen. Ze hebben kwaliteit en zijn zodanig dat kunstmusea en particuliere verzamelaars ze willen verzamelen. Het kan verwijzen naar de studie of uitoefening van de schone kunsten of van de combinatie van schone kunsten en kunstnijverheid. Gebruik 'kunsten' om te verwijzen naar de combinatie van beeldende en uitvoerende kunsten. De betekenis kan deels overeenkomen met 'kunstwerken' of 'kunstvoorwerpen'."
"98525","wijze van afbeelden van figuren of personen (guideterm)",""
"98526","gezicht (dierlijk of menselijk onderdeel)","Het voorste deel van het hoofd van een mens of dier. Bij gewervelden, het gebied van het hoofd waar de gezichts- en reukorganen en de mond en kaken zich bevinden. Bij de mens, het gebied van het voorhoofd tot de kin. Wordt ook gebruikt om het gedeelte van de wenkbrauwen tot de kin te beschrijven."
"98527","allegorie (stijlmiddel)",""
"98529","groep planten","Ordening van levende organismen uit het rijk Plantae."
"98531","dans (compositie in de uitvoerende kunsten)",""
"98532","cirkelvormig (vorm)","Met de vorm of omtrek van een cirkel, een vlakke figuur die is begrensd door één gebogen lijn welke zich overal even ver van het middelpunt bevindt."
"98533","wiskundig begrip",""
"98534","geometrisch figuur",""
"98535","lijn (artistiek begrip)","Lijnen of langwerpige markeringen als artistiek concept, fysiek aangebracht op een oppervlak of enkel gesuggereerd als denkbeeldige verbinding tussen verschillende punten in een compositie."
